LA_code,LA_name,cycling_weekly,cycling_rank,walking_thriceweekly,walking_rank,weekly_greenspace_visits,greenspace_rank,hospital_experience_score,hospital_rank,number_gp_practices,gppractices_per_thousand,pct_canseegp,gp_rank,dentists_per_thousand,dentists_rank,public_bike_docks,overall_rank,overall_grade
E07000042,MID DEVON,9,-0.178279769722011,59.1,1.19972440649775,0.571428571428571,-1.52203320819717,NA,NA,13,0.16602809706258,0.840486867392697,0.888503434489213,0.114942528735632,0.608947590912775,NA,0.199372490796112,C
E07000190,TAUNTON DEANE,15.7,1.53224234517836,53,-0.39508996519203,1.56687898089172,0.59794161750603,49,-0.776810734060973,15,0.134649910233393,0.917724288840263,1.68181007242601,0.0179533213644524,-1.48215545712732,NA,0.192989646455013,C
E06000036,BRACKNELL FOREST,8.9,-0.245736979887096,48.7,-1.44545109216596,2,1.28977489395929,NA,NA,13,0.112945264986968,0.823765020026702,0.359632342531348,0.156385751520417,0.999593215271914,NA,0.191562475941899,C
E07000030,EDEN,12.6,1.10822559556926,63.6,1.56108717953924,0,-1.72464152487277,NA,NA,10,0.189753320683112,0.870722433460076,1.44910679196455,0.0189753320683112,-1.45917630275325,NA,0.186920347889405,C
E08000003,MANCHESTER,11.2,0.713119078888042,56.6,0.722725546082981,0.779028132992327,-1.13164157362712,368,1.69671818229107,103,0.201644479248238,0.705954399849256,-1.70296491610432,0.135082223962412,0.792780825905311,NA,0.181789523905994,C
E09000032,WANDSWORTH,15.8,1.55151583379696,64.8,1.62854156384032,0.892093023255814,-0.973508253294942,48,-0.879022672753206,43,0.139474537787869,0.759000537345513,-1.13178413678983,0.142718131689912,0.873207866214545,1446,0.17815836683564,C
E07000130,CHARNWOOD,13.1,1.28168699313662,57.5,0.929906869293436,1.01954732510288,-0.677008277672117,NA,NA,24,0.14218009478673,0.814376204902231,0.169238749426517,0.0414691943127962,-0.815759980279378,NA,0.177612870781015,C
E06000044,PORTSMOUTH,15.2,1.50333211225047,57.3,0.881725166221237,1.31972111553785,0.0148249987811413,67,0.511059693461166,27,0.130560928433269,0.774975751697381,-0.877926012650056,0.0338491295938104,-0.999593215271914,NA,0.172237123798674,C
E07000168,SCARBOROUGH,7.7,-0.756484428279883,64.1,1.58999620138256,1.10130391173521,-0.489224959777661,61,0.0817695509537866,20,0.184162062615101,0.825667980727113,0.423096873566292,NA,NA,NA,0.169830647569019,C
E07000228,MID SUSSEX,7.9,-0.664935357341553,58.3,1.07445197851003,1.28135593220339,-0.0840083264264671,55,-0.327078203815147,15,0.106232294617564,0.810388666908827,0.0317322655174719,0.141643059490085,0.861718289027512,NA,0.148646774245308,D
E08000009,TRAFFORD,9.3,-0.0385469772371915,54.6,0.0722725546082981,1.11812627291242,-0.429924964653096,NA,NA,39,0.170678336980306,0.810026385224274,0.0105774218391573,0.175054704595186,1.08002025558115,NA,0.138879658027663,D
E07000070,CHELMSFORD,10.2,0.36137791159867,54.5,0.0289090218433192,1.59487179487179,0.686891610192878,41,-1.13455251948379,25,0.147666863555818,0.872008324661811,1.47026163564286,0.0472533963378618,-0.608947590912775,NA,0.133990011480195,D
E07000206,WAVENEY,13.2,1.30096048175521,50.4,-1.10817917066057,1.29790026246719,-0.0444749963434238,NA,NA,14,0.121002592912705,0.824600355239787,0.380787186209663,NA,NA,NA,0.13227337524022,D
E06000012,NORTH EAST LINCOLNSHIRE,16.4,1.5852444388795,52.3,-0.607089458709704,1.03088235294118,-0.647358280109835,78,1.10388893787612,31,0.194113963681904,0.827563683866754,0.475983982762078,0.0313087038196619,-1.12597856432928,NA,0.130781842728146,D
E07000111,SEVENOAKS,7.5,-0.872125359991457,50.6,-1.04554295666671,1.61495844875346,0.746191605317443,NA,NA,14,0.120274914089347,0.827004219409283,0.454829139083764,0.309278350515464,1.36725968525699,NA,0.130122422600004,D
E06000054,WILTSHIRE,10.3,0.40956163314516,54,-0.077090724915518,NA,NA,69,0.684819989237963,62,0.13003355704698,0.784512587996659,-0.66637757586691,0.0901845637583893,0.275749852488804,NA,0.1253326348179,D
E06000005,DARLINGTON,8.8,-0.313194190052181,52.4,-0.578180436866385,1.61216730038023,0.736308272796682,40,-1.24698565204525,12,0.114068441064639,0.857617465590887,1.20582608966393,0.152091254752852,0.942145329336746,NA,0.124319902138925,D
E06000019,HEREFORDSHIRE,12.2,1.04558675755882,56.1,0.616725799324144,NA,NA,43,-1.03234058079156,24,0.129799891833423,0.859605911330049,1.2375583551814,0.0270416441319632,-1.25236391338665,NA,0.123033283577232,D
E07000086,EASTLEIGH,11.4,0.795031405517074,51,-0.963634061443975,1.73856209150327,0.983391585815703,NA,NA,16,0.126182965299685,0.799677549375252,-0.253858124139775,0.0709779179810726,0.022979154374067,NA,0.116781992024619,D
E07000217,WOKING,14.4,1.41178304131214,53.5,-0.236090345053774,1.1283422459893,-0.390391634570053,NA,NA,13,0.130784708249497,0.750584932147871,-1.29044546437719,0.17102615694165,1.05704110120708,NA,0.11037933970364,D
E06000052,CORNWALL,7.3,-0.968492803084436,57.5,0.929906869293436,NA,NA,40,-1.24698565204525,69,0.128276631344116,0.872375642477568,1.48083905748202,0.102249488752556,0.356176892798038,NA,0.110288872888763,D
E07000075,ROCHFORD,6.2,-1.32505234252846,58.1,1.04554295666671,0.6,-1.47755821185374,NA,NA,11,0.131108462455304,0.898922524371473,1.62892296323022,0.119189511323004,0.643416322473876,NA,0.103054337597722,D
E07000187,MENDIP,9.4,0.0192734886185957,56.4,0.669725672703563,2.5207468879668,1.65545819722744,NA,NA,12,0.10919017288444,0.784712143202709,-0.655800154027752,0.0272975432211101,-1.22938475901258,NA,0.0918544891018524,D
E07000115,TONBRIDGE AND MALLING,8.6,-0.419198377454457,52,-0.693816524239662,0.993808049535604,-0.775841602879726,NA,NA,12,0.0984413453650533,0.840787853918753,0.920235700006685,0.434782608695652,1.40172841681809,NA,0.0866215224501852,D
E07000028,CARLISLE,10.4,0.462563726846298,57.6,0.968452231751195,0.571428571428571,-1.52203320819717,77,1.04256177466078,14,0.12962962962963,0.78710289236605,-0.55002593563618,NA,NA,NA,0.0803037178849848,D
E07000200,BABERGH,8.9,-0.245736979887096,53.2,-0.332453751198171,1.41666666666667,0.261908311800162,NA,NA,8,0.0910125142207053,0.867851193781233,1.36448741725129,0.0455062571103527,-0.666395476847943,NA,0.0763619042236488,D
E07000146,KING'S LYNN AND WEST NORFOLK,12.6,1.10822559556926,56.1,0.616725799324144,1.06752411575563,-0.578174952464509,53,-0.49061730572272,19,0.1278600269179,0.799238095238095,-0.27501296781809,NA,NA,NA,0.0762292337776162,D
E06000025,SOUTH GLOUCESTERSHIRE,12.9,1.23350327159013,52,-0.693816524239662,1.88147357180993,1.17117490371016,53,-0.49061730572272,26,0.0977076287110109,0.803539111200483,-0.158661327587359,0.0450958286358512,-0.68937463122201,NA,0.0620347310880893,D
E06000048,NORTHUMBERLAND,8.2,-0.573386286403223,56.4,0.669725672703563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0481696931501696,D
E07000138,LINCOLN,14.9,1.44551164639468,54.7,0.105999746758837,0.840193704600484,-1.04269158094027,41,-1.13455251948379,18,0.190274841437632,0.834823529411765,0.729842106901854,0.0845665961945032,0.183833234992536,NA,0.0479904391039749,D
E07000106,CANTERBURY,11.8,0.944400942311191,56,0.573362266559165,0.638545454545455,-1.40837488420842,NA,NA,16,0.104302477183833,0.844997108155003,1.02600991839826,0.0391134289439374,-0.907676597775646,NA,0.0455443290569099,D
E07000071,COLCHESTER,12,1.00222140816698,51.8,-0.7516345679263,1.18883610451306,-0.301441641883205,45,-0.971013417576216,23,0.130681818181818,0.813266443701226,0.11635164023073,0.181818181818182,1.13746814151632,NA,0.0386585937547171,D
E07000147,NORTH NORFOLK,12.9,1.23350327159013,60.4,1.358724026636,0.333333333333333,-1.70487485983124,NA,NA,12,0.117878192534381,0.797364085667216,-0.306745233335562,0.0589390962671906,-0.390645624359139,NA,0.0379923161400375,D
E06000011,EAST RIDING OF YORKSHIRE,9.5,0.0530020937011383,55.1,0.216817663824894,1.36687631027254,0.143308321551032,NA,NA,39,0.116105983923787,0.822660098522167,0.327900077013876,0.0506103006847276,-0.551499704977608,NA,0.0379056902226667,D
E07000087,FAREHAM,12.7,1.16604606142504,49.6,-1.32017866417825,2,1.28977489395929,NA,NA,10,0.0886524822695035,0.743339253996448,-1.41737452644708,0.106382978723404,0.471072664668373,NA,0.0378680858854762,D
E07000026,ALLERDALE,8.8,-0.313194190052181,53,-0.39508996519203,2.12101910828025,1.44790821429146,NA,NA,16,0.166147455867082,0.786246418338109,-0.592335622992809,NA,NA,NA,0.0368221090136108,D
E07000142,WEST LINDSEY,11.7,0.910672337228649,57,0.833543463149038,1.24798387096774,-0.192724984154836,NA,NA,12,0.133333333333333,0.742240215924426,-1.42795194828624,NA,NA,NA,0.0308847169841539,D
E09000030,TOWER HAMLETS,9.6,0.101185815247628,67,1.6719050966053,0.674827850038256,-1.32930822404233,67,0.511059693461166,34,0.129277566539924,0.72280630812778,-1.59719069771275,0.136882129277567,0.815759980279378,2802,0.028901943973064,D
E06000027,TORBAY,5.8,-1.44551164639468,58.3,1.07445197851003,1.81818181818182,1.08222491102331,53,-0.49061730572272,20,0.152091254752852,0.893557422969188,1.61834554139107,0.00760456273764259,-1.66598869211986,NA,0.0288174644478589,D
E07000215,TANDRIDGE,6.6,-1.16122768927039,54.2,-0.0337271921505391,1.33766233766234,0.0741249939057063,NA,NA,10,0.1194743130227,0.82858837485172,0.50771624827955,0.13142174432497,0.746822517157177,NA,0.0267417755843002,D
E09000029,SUTTON,5.2,-1.52742397302371,56,0.573362266559165,0.801818181818182,-1.09210824354407,152,1.59450624359884,30,0.15495867768595,0.855687606112054,1.14236155862899,0.0516528925619835,-0.540010127790574,NA,0.0251146207381056,D
E06000029,POOLE,14.4,1.41178304131214,52.5,-0.549271415023066,0.555555555555556,-1.53685820697831,61,0.0817695509537866,19,0.1278600269179,0.833668486067222,0.687532419545224,0.0740242261103634,0.045958308748134,NA,0.0234856164263179,D
E07000064,ROTHER,8.7,-0.371014655907968,54.1,-0.0578180436866385,1.375,0.163074986592554,NA,NA,11,0.120746432491767,0.868862275449102,1.39621968276876,0.0329308452250274,-1.03980673542653,NA,0.0181310468680359,D
E07000238,WYCHAVON,7.5,-0.872125359991457,52.4,-0.578180436866385,1.08888888888889,-0.548524954902226,NA,NA,13,0.110450297366185,0.862666666666667,1.26929062069888,0.135938827527613,0.804270403092345,NA,0.0149460544062304,D
E07000068,BRENTWOOD,4.9,-1.60933629965274,56.8,0.76608907884796,1.39423076923077,0.192724984154836,NA,NA,9,0.121621621621622,0.837750484809308,0.814461481615112,0.0675675675675676,-0.0919166174962679,NA,0.0144045254937792,D
E09000019,ISLINGTON,12.7,1.16604606142504,68.4,1.69117777783418,0.634969325153374,-1.4380248817707,49,-0.776810734060973,36,0.170616113744076,0.718814432989691,-1.62892296323022,0.165876777251185,1.04555152402005,544,0.00983613070289467,D
E07000165,HARROGATE,8.6,-0.419198377454457,57.5,0.929906869293436,2.04697986577181,1.34907488908385,52,-0.6132716321534,19,0.119798234552333,0.812361331220285,0.0740419528741011,0.0252206809583859,-1.29832222213478,NA,0.00370524658479149,D
E06000041,WOKINGHAM,7.9,-0.664935357341553,50.1,-1.19008806588331,1,-0.741249939057063,NA,NA,13,0.0829610721123165,0.870052277819268,1.41737452644708,0.185067007019783,1.17193687307742,NA,-0.00139239255148611,D
E06000026,PLYMOUTH,7.8,-0.717937451042691,55.6,0.409544476113689,1.31014063656551,-0.00494166626038042,67,0.511059693461166,43,0.166666666666667,0.806822019587977,-0.0634645310349438,0.0658914728682171,-0.149364503431435,NA,-0.00251733036576589,D
E08000021,NEWCASTLE UPON TYNE,6.6,-1.16122768927039,60.7,1.38763304847932,1.27264239028945,-0.103774991467989,78,1.10388893787612,37,0.131019830028329,0.78858999819462,-0.518293670118708,0.0424929178470255,-0.758312094344211,NA,-0.0083477431409762,D
E07000211,REIGATE AND BANSTEAD,6.5,-1.21904815512618,56.5,0.698634694546882,0.878453038674033,-1.00315825085722,77,1.04256177466078,15,0.107219442458899,0.820208023774146,0.306745233335562,0.0786275911365261,0.0919166174962679,NA,-0.0137246809906524,D
E09000023,LEWISHAM,10,0.26982884066034,61,1.4069057297082,0.663568773234201,-1.36884155412538,66,0.408847754768933,48,0.170454545454545,0.75872461928934,-1.14236155862899,0.0994318181818182,0.333197738423971,NA,-0.0154038415321526,D
E09000028,SOUTHWARK,16.4,1.5852444388795,69.1,1.72490496998472,0.647640791476408,-1.39849155168766,NA,NA,48,0.163543441226576,0.758291093410572,-1.1635164023073,0.0408858603066439,-0.838739134653445,781,-0.0181195359568381,D
E07000061,EASTBOURNE,8.6,-0.419198377454457,57.5,0.929906869293436,1.11428571428571,-0.449691629694618,57,-0.18398148964602,11,0.11,0.890417036379769,1.59719069771275,0.01,-1.59705122899766,NA,-0.0204708597977605,D
E07000067,BRAINTREE,10.2,0.36137791159867,55.1,0.216817663824894,1.49624060150376,0.390391634570053,NA,NA,18,0.121293800539084,0.82274011299435,0.338477498853034,0.0202156334231806,-1.42470757119215,NA,-0.0235285724691004,D
E08000019,SHEFFIELD,9.3,-0.0385469772371915,58.9,1.15636087373277,1.18478260869565,-0.311324974403966,128,1.45140952942971,92,0.165052027269465,0.739194408681258,-1.49141647932118,0.0376749192680301,-0.919166174962679,NA,-0.0254473671270889,D
E08000023,SOUTH TYNESIDE,7.9,-0.664935357341553,55.3,0.322817410583732,1.23954372623574,-0.222374981717119,71,0.76658954019175,25,0.168463611859838,0.797195622435021,-0.338477498853034,NA,NA,NA,-0.0272761774272449,D
E07000110,MAIDSTONE,5.5,-1.49851374009582,59,1.17563355496165,0.946153846153846,-0.874674928087334,66,0.408847754768933,24,0.152574698029243,0.806620780072107,-0.0740419528741011,0.120788302606484,0.68937463122201,NA,-0.0288957800174437,D
E06000038,READING,8.8,-0.313194190052181,53.6,-0.192726812288795,0.871635610766046,-1.01304158337799,63,0.194202683515243,28,0.178230426479949,0.818877551020408,0.296167811496404,0.140038192234246,0.850228711840479,NA,-0.0297272298111392,D
E07000196,SOUTH STAFFORDSHIRE,7.8,-0.717937451042691,51.6,-0.819088952227379,1.64985163204748,0.82525826548353,NA,NA,17,0.156826568265683,0.825124515771998,0.401942029887977,0.0830258302583026,0.137874926244402,NA,-0.0343902363308322,D
E07000240,ST ALBANS,11.3,0.746847683970585,55.1,0.216817663824894,1.53674832962138,0.499108292298422,NA,NA,13,0.0916138125440451,0.809780654440849,-0.0211548436783146,0.00704721634954193,-1.67747826930689,NA,-0.0471718945782606,D
E07000098,HERTSMERE,6.5,-1.21904815512618,55.2,0.274635707511533,1.05803571428571,-0.607824950026791,NA,NA,11,0.109235352532274,0.841935483870968,0.951967965524157,0.099304865938431,0.321708161236938,NA,-0.0557122541760689,D
E07000172,BROXTOWE,10.8,0.621570007949713,49.7,-1.28163330172049,1.69858156028369,0.894441593128856,NA,NA,14,0.12646793134598,0.834096692111959,0.708687263223539,0.02710027100271,-1.24087433619962,NA,-0.0595617547235993,D
E06000050,CHESHIRE WEST AND CHESTER,8.2,-0.573386286403223,53.1,-0.37099911365593,NA,NA,57,-0.18398148964602,49,0.14839491217444,0.824175824175824,0.370209764370505,0.105996365838886,0.45958308748134,NA,-0.0597148075706657,D
E06000042,MILTON KEYNES,10.7,0.592659775021819,51.6,-0.819088952227379,1.78445595854922,1.04269158094027,57,-0.18398148964602,28,0.110935023771791,0.753912879502169,-1.2375583551814,0.0871632329635499,0.241281120927703,NA,-0.0606660533608353,D
E07000010,FENLAND,12.9,1.23350327159013,50.5,-1.07927014881725,1.47747747747748,0.340974971966249,NA,NA,12,0.125,0.831660583941606,0.602913044831966,0.0208333333333333,-1.41321799400512,NA,-0.0630193708868059,D
E07000154,NORTHAMPTON,9.2,-0.0819123266290319,55.8,0.501089711950867,1.16372795969773,-0.331091639445488,67,0.511059693461166,29,0.135135135135135,0.78229141328144,-0.719264685062696,0.0605778191985089,-0.333197738423971,NA,-0.0755528306915257,D
E06000055,BEDFORD,9.7,0.154187908948766,54,-0.077090724915518,1.48160535117057,0.35085830448701,30,-1.5331790803835,25,0.157035175879397,0.812182741116751,0.0634645310349438,0.113065326633166,0.562989282164641,NA,-0.0797949631106094,D
E06000045,SOUTHAMPTON,10,0.26982884066034,51.7,-0.78536176007684,1.55128205128205,0.548524954902226,65,0.347520591553593,35,0.146198830409357,0.790597453476983,-0.465406560922921,0.0543024227234754,-0.49405181904244,NA,-0.0964909588210068,D
E06000015,DERBY,12.7,1.16604606142504,52.6,-0.510726052565307,0.693939393939394,-1.29965822648005,53,-0.49061730572272,30,0.119712689545092,0.813936519518424,0.158661327587359,0.103750997605746,0.367666469985072,NA,-0.1014379542951,D
E07000045,TEIGNBRIDGE,7.5,-0.872125359991457,51,-0.963634061443975,2.03174603174603,1.32930822404233,NA,NA,16,0.128,0.848203471941865,1.06831960575489,0.032,-1.08002025558115,NA,-0.103630369443872,D
E07000156,WELLINGBOROUGH,7.2,-0.992584663857681,57.8,0.992543083287294,1.52410901467505,0.4793416272569,NA,NA,9,0.11826544021025,0.773488710852149,-0.89908085632837,NA,NA,NA,-0.104945202410464,D
E07000202,IPSWICH,12.5,1.07449699048671,48,-1.4791782843165,1.02456140350877,-0.667124945151356,60,0.0102211938692233,15,0.111524163568773,0.855614973262032,1.13178413678983,0.0446096654275093,-0.712353785596077,NA,-0.107025782319695,D
E07000218,NORTH WARWICKSHIRE,8.5,-0.467382099000947,54.9,0.144545109216596,1.93333333333333,1.2107082337932,NA,NA,7,0.112540192926045,0.748283752860412,-1.32217772989466,NA,NA,NA,-0.108576621471453,D
E07000083,TEWKESBURY,12.8,1.20459303866223,48.3,-1.45990560308762,1.30063965884861,-0.0247083313019021,NA,NA,7,0.0843373493975904,0.772648083623693,-0.930813121845842,0.120481927710843,0.666395476847943,NA,-0.108887708145038,D
E08000022,NORTH TYNESIDE,7.4,-0.925127453692596,53.7,-0.139726938909376,2.01176470588235,1.30954155900081,51,-0.684819989237963,28,0.139026812313803,0.836476486034853,0.772151794258483,0.0297914597815293,-1.14895771870335,NA,-0.136156457880665,D
E07000112,SHEPWAY,13.3,1.31541559821916,51,-0.963634061443975,1.08857808857809,-0.558408287422987,NA,NA,19,0.174793008279669,0.809253601047577,-0.0317322655174719,0.0551977920883165,-0.45958308748134,NA,-0.139588420729323,D
E07000090,HAVANT,10.4,0.462563726846298,51.4,-0.872088825606797,1.45,0.311324974403966,NA,NA,17,0.140148392415499,0.83307210031348,0.655800154027752,0.0247320692497939,-1.30981179932182,NA,-0.15044235393012,D
E08000024,SUNDERLAND,5.9,-1.41178304131214,55.2,0.274635707511533,1.67435158501441,0.864791595566573,149,1.56384266199117,54,0.195865070729053,0.784440227703985,-0.676954997706067,0.0108813928182807,-1.56258249743656,NA,-0.158008428564248,D
E07000027,BARROW-IN-FURNESS,8.8,-0.313194190052181,63.9,1.5755416904609,1.16796267496112,-0.321208306924727,41,-1.13455251948379,15,0.219298245614035,0.83587786259542,0.761574372419325,0.0146198830409357,-1.52811376587545,NA,-0.159992119909321,D
E09000011,GREENWICH,9.2,-0.0819123266290319,56.3,0.655271161781903,0.744349181605612,-1.20082490127244,63,0.194202683515243,45,0.173010380622837,0.756972111553785,-1.18467124598562,0.111495578623606,0.540010127790574,NA,-0.179654083466562,D
E07000234,BROMSGROVE,7,-1.03595001324952,54.2,-0.0337271921505391,1.31645569620253,0.00494166626038042,NA,NA,12,0.127253446447508,0.878504672897196,1.54430358851697,0.0212089077412513,-1.39023883963105,NA,-0.182134158050753,D
E07000239,WYRE FOREST,7.8,-0.717937451042691,55.7,0.457726179185888,1.53348214285714,0.489224959777661,NA,NA,12,0.122324159021407,0.826530612244898,0.433674295405449,0.0101936799184506,-1.58556165181062,NA,-0.184574733696863,D
E06000020,TELFORD AND WREKIN,6.6,-1.16122768927039,53.2,-0.332453751198171,1.58829902491874,0.647358280109835,63,0.194202683515243,22,0.13118664281455,0.765067290813341,-1.05774218391573,0.11329755515802,0.574478859351675,NA,-0.189230633567924,D
E09000012,HACKNEY,17.6,1.62860978827134,62.7,1.51290547646704,0.5,-1.59615820210287,59,-0.06132716321534,44,0.17453391511305,0.752513966480447,-1.25871319885972,0.0198333994446648,-1.43619714837919,742,-0.20181340796979,D
E06000004,STOCKTON-ON-TEES,10.4,0.462563726846298,52.2,-0.640816650860243,1.41617357001972,0.252024979279401,69,0.684819989237963,26,0.135135135135135,0.731779206859593,-1.53372616667781,0.0571725571725572,-0.436603933107273,NA,-0.201956342546944,D
E07000118,CHORLEY,8.7,-0.371014655907968,55.6,0.409544476113689,0.996138996138996,-0.765958270358965,62,0.12265432643068,19,0.174152153987168,0.79474216380182,-0.39136460804882,0.0641613198900092,-0.218301966553636,NA,-0.20240678305417,D
E06000001,HARTLEPOOL,6.1,-1.36359931976565,53.9,-0.101181576451617,1.6039603960396,0.726424940275921,NA,NA,15,0.162689804772234,0.804503020318506,-0.126929062069888,0.0650759219088937,-0.166598869211986,NA,-0.206376777444644,D
E07000039,SOUTH DERBYSHIRE,7.9,-0.664935357341553,49.8,-1.25272427987717,1.83695652173913,1.11187490858559,NA,NA,9,0.09375,0.792611795204148,-0.401942029887977,0.0833333333333333,0.149364503431435,NA,-0.211672451017934,D
E07000204,ST EDMUNDSBURY,12.9,1.23350327159013,49.4,-1.36354219694322,1.28301886792453,-0.0642416613849454,52,-0.6132716321534,13,0.116487455197133,0.843935926773455,0.994277652880786,0.017921146953405,-1.49364503431435,NA,-0.217819933387502,D
E06000013,NORTH LINCOLNSHIRE,9.1,-0.115640931711574,50.5,-1.07927014881725,1.03673469387755,-0.637474947589074,60,0.0102211938692233,23,0.136579572446556,0.842743127401714,0.983700231041629,0.0534441805225653,-0.517030973416507,NA,-0.225915929437259,D
E07000171,BASSETLAW,9.5,0.0530020937011383,56.9,0.799816270998499,1.59302325581395,0.667124945151356,-16,-1.71716057002952,11,0.0971731448763251,0.758208955223881,-1.17409382414646,0.0706713780918728,0,NA,-0.228551847387498,D
E06000018,NOTTINGHAM,7.9,-0.664935357341553,53.3,-0.293908388740412,0.923896499238965,-0.914208258170377,74,0.909686254360876,61,0.197602850664075,0.801944652206432,-0.200971014943989,NA,NA,NA,-0.232867352967091,D
E09000014,HARINGEY,10.5,0.520384192702085,60.9,1.39726938909376,0.784491440080564,-1.12175824110635,NA,NA,52,0.200849748937814,0.709858569051581,-1.69238749426517,0.0617999227500966,-0.287239429675837,NA,-0.236746316650302,D
E07000119,FYLDE,11.5,0.838396754908915,51.4,-0.872088825606797,1.27033492822966,-0.12354165650951,NA,NA,9,0.118421052631579,0.758443465491924,-1.15293898046815,0.0789473684210526,0.114895771870335,NA,-0.239055387161041,D
E07000076,TENDRING,10.4,0.462563726846298,45.6,-1.66226875599086,1.14422057264051,-0.370624969528531,NA,NA,21,0.151843817787419,0.829342327150084,0.528871091957865,0.0650759219088937,-0.166598869211986,NA,-0.241611555185442,D
E07000036,EREWASH,10.6,0.563749542093925,49.9,-1.23345159864829,1.7877358490566,1.05257491346103,NA,NA,15,0.132978723404255,0.746413697362332,-1.34333257357298,0.0620567375886525,-0.275749852488804,NA,-0.247241913831023,D
E07000212,RUNNYMEDE,9.6,0.101185815247628,45.5,-1.67672326691252,0.893491124260355,-0.963624920774181,44,-1.00167699918389,9,0.109489051094891,0.830824804334738,0.581758201153651,0.24330900243309,1.32130137650885,NA,-0.272963298993409,D
E08000033,CALDERDALE,5.1,-1.55633420595161,59.1,1.19972440649775,0.631578947368421,-1.44790821429146,69,0.684819989237963,28,0.136385776911836,0.754233188195452,-1.22698093334225,0.121773015099854,0.700864208409043,NA,-0.274302458240093,D
E07000219,NUNEATON AND BEDWORTH,9.3,-0.0385469772371915,55.3,0.322817410583732,0.989130434782609,-0.795608267921247,57,-0.18398148964602,21,0.166931637519873,0.788766788766789,-0.50771624827955,0.0556438791732909,-0.448093510294306,NA,-0.275188180465764,D
E07000170,ASHFIELD,5.2,-1.52742397302371,51.1,-0.929906869293436,1.69205298013245,0.884558260608095,54,-0.388405367030487,20,0.166527893422148,0.83375104427736,0.698109841384382,0.0582847626977519,-0.402135201546172,NA,-0.277533884816888,D
E07000213,SPELTHORNE,12,1.00222140816698,46.5,-1.60926888261144,0.710906701708279,-1.26012489639701,NA,NA,11,0.113753877973113,0.790709290709291,-0.444251717244607,0.144777662874871,0.907676597775646,NA,-0.280749498062085,D
E07000197,STAFFORD,9.9,0.212008374804553,47.9,-1.5032691358526,1.59513274336283,0.696774942713639,53,-0.49061730572272,13,0.0987841945288754,0.787061994609164,-0.560603357475337,0.0683890577507599,-0.0574478859351675,NA,-0.283859061244606,D
E09000018,HOUNSLOW,8.2,-0.573386286403223,55.1,0.216817663824894,0.760479041916168,-1.17117490371016,80,1.17543729496068,52,0.200694712466229,0.72,-1.61834554139107,0.0849093014280201,0.195322812179569,NA,-0.295888160089884,D
E07000007,WYCOMBE,5.9,-1.41178304131214,50,-1.21417891741941,1.32426303854875,0.0247083313019021,NA,NA,20,0.115406809001731,0.8184,0.285590389657247,0.132717830351991,0.758312094344211,NA,-0.311470228685637,D
E07000129,BLABY,9.6,0.101185815247628,49.5,-1.34908768602156,1.0952380952381,-0.518874957339944,NA,NA,11,0.116279069767442,0.829268292682927,0.518293670118708,NA,NA,NA,-0.312120789498793,D
E09000006,BROMLEY,5.5,-1.49851374009582,59.7,1.27681513141327,0.917197452229299,-0.924091590691138,NA,NA,48,0.152866242038217,0.766993411537844,-1.02600991839826,0.114649681528662,0.597458013725742,NA,-0.314868420809241,D
